Unnamed: 0,title,description,cat2_slug,cat3_slug,city_slug,city_category,building_size,land_size,rooms_count,construction_year,floor,total_floors_count,building_direction,floor_material,deed_type,building_age,user_type,price_value,credit_value,rent_value,has_elevator,has_parking,has_storage,has_balcony,has_security,has_pool,has_sauna,has_jacuzzi,has_gym,has_lobby,has_video_intercom,has_remote_door,has_central_vacuum,has_barbecue,is_rebuilt,has_business_deed,location_latitude,location_longitude,location_radius,created_at,created_at_month,price_mode,credit_mode,rent_mode,rent_to_single,rent_type,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,has_water,has_electricity,has_gas,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,property_type,has_roof_garden,has_guard,has_master_room,neighborhood_slug
417,Property listing 417,A nice property with 2 bedrooms,apartment-sell,commercial,isfahan,major,496.0,217.0,5plus_rooms,1397,16,12.0,west,parquet,official,10-20,agency,13516191094.452429,6396236202.981814,,true,true,unselect,unselect,unselect,false,false,true,false,true,true,unselect,unselect,false,,True,32.29159709083659,52.16343831530031,1000,2023-03-11 12:00:00,Khordad,agreeable,agreeable,agreeable,True,daily,,,False,702113550.1716856,,7858716.255931055,False,,True,,3,100000,,800000,600000,villa,false,true,true,neighborhood_2
418,Property listing 418,A nice property with 4 bedrooms,house-rent,shop,tabriz,major,192.0,68.0,0_rooms,1396,0,15.0,north-east,ceramic,cooperative,new,agency,,760678102.2440898,11135018.420213815,false,true,false,unselect,true,true,true,unselect,false,true,false,unselect,false,unselect,False,True,32.90036665837872,50.90134764581731,1000,2023-03-11 16:00:00,Mehr,,fixed,agreeable,,daily,True,False,,692255389.5959047,True,7690614.733811709,True,,False,6,,200000,500000,,,land,true,false,true,neighborhood_1
419,Property listing 419,A nice property with 2 bedrooms,house-sell,office,shiraz,capital,354.0,381.0,3_rooms,1401,11,2.0,north-east,parquet,cooperative,10-20,agency,,1350682239.0002391,33047130.805279262,true,true,true,true,true,true,unselect,unselect,false,false,true,false,false,unselect,,,34.13454252494817,53.8971502240504,200,2023-03-11 20:00:00,Tir,fixed,,fixed,True,,False,True,,459304478.9912889,,3503175.2587232855,False,,False,2,2,200000,500000,800000,600000,apartment,unselect,false,true,neighborhood_2
420,Property listing 420,A nice property with 2 bedrooms,apartment-rent,residential,tehran,major,373.0,505.0,4_rooms,1400,11,18.0,south,ceramic,official,1-5,agency,1721081174.8392315,,,unselect,false,true,unselect,true,unselect,false,false,false,false,true,unselect,false,false,True,False,34.78298099342682,51.56135965604781,500,2023-03-12 00:00:00,Shahrivar,,fixed,agreeable,True,daily,False,True,True,135228654.1180523,,3718493.027039589,,False,,6,,100000,1000000,800000,600000,land,true,true,unselect,neighborhood_1
421,Property listing 421,A nice property with 2 bedrooms,apartment-sell,shop,mashhad,capital,163.0,158.0,3_rooms,1395,13,12.0,north-west,stone,official,10-20,personal,29804314371.092323,3403209598.609613,,unselect,false,unselect,false,false,unselect,true,true,true,true,false,true,false,true,,,35.09608369186032,53.638659886436464,200,2023-03-12 04:00:00,Azar,agreeable,agreeable,fixed,False,,False,,False,314800826.1340367,False,7240764.217904032,,True,True,2,2,200000,1000000,,1200000,land,false,true,unselect,neighborhood_1
422,Property listing 422,A nice property with 2 bedrooms,land-sell,residential,tabriz,major,153.0,317.0,2_rooms,1395,18,4.0,north-west,ceramic,cooperative,20+,agency,27005770326.952988,7082398788.744879,,unselect,unselect,false,false,false,true,false,true,false,true,false,unselect,false,true,False,False,32.17174461947087,50.9022159864145,500,2023-03-12 08:00:00,Dey,agreeable,agreeable,agreeable,False,,False,False,True,320093109.07555145,True,4999835.316048351,,,False,4,,100000,,800000,600000,villa,true,false,unselect,neighborhood_1
423,Property listing 423,A nice property with 3 bedrooms,land-sell,office,tehran,capital,317.0,494.0,2_rooms,1397,8,16.0,north-east,stone,endowment,5-10,personal,48443853059.83244,,28688541.868797988,false,true,false,true,unselect,true,true,unselect,true,false,false,false,unselect,true,True,,33.711944688850366,50.75683602122311,1000,2023-03-12 12:00:00,Ordibehesht,,agreeable,,,daily,,,False,700385133.1432934,,5705707.09130388,False,True,False,6,1,100000,500000,1500000,,,true,true,unselect,neighborhood_4
424,Property listing 424,A nice property with 4 bedrooms,house-rent,residential,tabriz,minor,453.0,289.0,4_rooms,1402,1,16.0,south,stone,official,new,personal,,,43074930.691545315,false,false,unselect,true,unselect,true,unselect,false,unselect,true,false,false,false,unselect,False,False,32.48884633434147,52.46760451615895,200,2023-03-12 16:00:00,Ordibehesht,agreeable,,,,monthly,True,False,True,113743019.41372433,False,7129057.9036483755,,True,True,6,3,100000,500000,800000,,land,false,unselect,true,neighborhood_3
425,Property listing 425,A nice property with 1 bedrooms,house-sell,shop,tabriz,major,252.0,350.0,0_rooms,1396,17,1.0,north-west,ceramic,cooperative,20+,personal,3273711675.252088,6511771225.388388,6756319.044948152,true,false,unselect,false,true,false,true,unselect,unselect,false,unselect,unselect,unselect,false,,,33.72480154577869,53.11751631321328,1000,2023-03-12 20:00:00,Shahrivar,,agreeable,agreeable,,monthly,False,False,,829068646.2160908,,7775750.270390502,False,True,False,6,2,,500000,,600000,apartment,true,unselect,true,neighborhood_3
426,Property listing 426,A nice property with 1 bedrooms,apartment-sell,residential,mashhad,major,211.0,152.0,0_rooms,1400,1,2.0,south,mosaic,cooperative,20+,personal,27629229593.54244,,,true,false,false,unselect,unselect,unselect,false,unselect,unselect,unselect,unselect,false,true,false,True,False,33.73590339648118,52.2670582554095,500,2023-03-13 00:00:00,Khordad,,agreeable,,,daily,,,,761007290.1859139,,2715165.777330714,True,False,,,,100000,1000000,,600000,villa,false,unselect,false,neighborhood_2
427,Property listing 427,A nice property with 4 bedrooms,house-sell,commercial,shiraz,capital,327.0,299.0,5plus_rooms,1395,12,3.0,south,ceramic,endowment,1-5,personal,,5368739726.969503,34002322.55404569,true,true,true,unselect,false,true,false,true,unselect,unselect,false,unselect,unselect,unselect,True,,33.992846746848976,50.919182734421035,500,2023-03-13 04:00:00,Farvardin,fixed,agreeable,,False,,False,,False,186306918.1742739,True,1467937.5943696294,True,False,,4,2,100000,,1500000,1200000,land,true,false,true,neighborhood_2
428,Property listing 428,A nice property with 1 bedrooms,apartment-sell,office,isfahan,capital,474.0,502.0,5plus_rooms,1395,6,17.0,west,laminate,cooperative,5-10,personal,,,,unselect,true,true,true,unselect,unselect,unselect,true,unselect,true,true,unselect,false,false,,True,35.571322505052954,50.151577451535985,200,2023-03-13 08:00:00,Ordibehesht,agreeable,fixed,,,monthly,False,False,True,719164381.7788894,True,2917946.4672372523,,,True,2,2,100000,500000,800000,1200000,villa,false,true,unselect,neighborhood_1
429,Property listing 429,A nice property with 4 bedrooms,house-rent,office,shiraz,major,213.0,569.0,1_room,1398,2,1.0,north-west,laminate,cooperative,5-10,personal,21574124367.084717,,35046215.76371431,unselect,unselect,unselect,true,false,unselect,unselect,unselect,false,unselect,false,true,true,false,True,,35.22038201049636,52.47315528476402,200,2023-03-13 12:00:00,Mehr,,agreeable,fixed,,daily,False,,True,668513181.4678218,True,5075383.250920755,False,,,6,3,200000,500000,1500000,1200000,apartment,true,false,unselect,neighborhood_3
430,Property listing 430,A nice property with 1 bedrooms,house-rent,office,mashhad,capital,152.0,202.0,4_rooms,1402,18,6.0,north-west,mosaic,official,new,agency,16082907250.587452,,,unselect,true,false,false,unselect,unselect,false,false,false,unselect,unselect,false,unselect,true,True,True,34.546883380545566,50.52414890146219,200,2023-03-13 16:00:00,Tir,agreeable,fixed,agreeable,True,daily,True,True,,748120800.1109263,,3421413.1729703913,False,False,False,4,2,100000,500000,800000,,villa,unselect,false,true,neighborhood_2
431,Property listing 431,A nice property with 2 bedrooms,land-sell,shop,mashhad,major,415.0,223.0,3_rooms,1398,9,15.0,west,stone,official,1-5,personal,,8714622587.479422,47304254.49223631,unselect,false,false,false,false,true,false,false,false,unselect,true,true,unselect,false,True,True,35.541629291734125,51.372705548129325,200,2023-03-13 20:00:00,Esfand,,agreeable,agreeable,,,True,True,,188928555.44869447,True,5683627.588475938,,False,,,,,500000,1500000,1200000,,unselect,true,false,neighborhood_2
432,Property listing 432,A nice property with 1 bedrooms,house-sell,office,mashhad,minor,444.0,392.0,4_rooms,1401,9,14.0,north-east,mosaic,endowment,new,agency,9642982240.898457,,7938956.180277066,true,unselect,false,true,false,false,false,unselect,unselect,unselect,unselect,false,unselect,false,False,False,34.713874466018495,52.70313901468493,100,2023-03-14 00:00:00,Ordibehesht,,fixed,fixed,True,monthly,True,True,False,157590322.15646863,False,534657.2412562844,False,True,False,,1,,,,,land,false,false,unselect,neighborhood_3
433,Property listing 433,A nice property with 4 bedrooms,land-sell,commercial,tehran,capital,161.0,480.0,1_room,1395,9,15.0,west,laminate,endowment,10-20,agency,30809902860.14304,6081550059.746811,32498836.14997116,false,true,true,false,unselect,true,unselect,unselect,unselect,false,false,unselect,false,unselect,False,True,35.2754198430523,50.392093762331726,100,2023-03-14 04:00:00,Bahman,fixed,fixed,fixed,False,daily,False,True,,236483985.92275423,,5097504.116137672,,False,True,4,1,100000,,,1200000,land,false,unselect,false,neighborhood_1
434,Property listing 434,A nice property with 4 bedrooms,house-sell,shop,shiraz,major,71.0,373.0,5plus_rooms,1397,0,14.0,north-west,mosaic,cooperative,20+,personal,20345149766.62929,4053011684.54841,19717022.227684353,false,true,true,true,unselect,unselect,false,false,true,false,unselect,false,false,unselect,True,True,34.2551132039365,50.509005919135824,1000,2023-03-14 08:00:00,Esfand,,,,,monthly,,True,False,365871703.1489757,True,3679849.069377079,,False,True,2,3,100000,,1500000,,,false,true,unselect,neighborhood_2
435,Property listing 435,A nice property with 4 bedrooms,land-sell,commercial,shiraz,minor,261.0,469.0,4_rooms,1399,15,5.0,north-west,ceramic,official,new,personal,2150010011.2822084,2259818931.159854,,unselect,true,false,true,false,true,unselect,false,false,true,unselect,unselect,unselect,true,,False,34.1008730065236,50.246664829229616,500,2023-03-14 12:00:00,Esfand,fixed,,agreeable,True,daily,,,False,793664981.0358012,,5346667.548928824,True,False,False,4,,100000,1000000,800000,600000,apartment,unselect,unselect,unselect,neighborhood_1
436,Property listing 436,A nice property with 4 bedrooms,apartment-rent,residential,tabriz,minor,158.0,534.0,4_rooms,1399,7,6.0,north-east,mosaic,endowment,20+,agency,17429694867.854317,2578389933.0571666,,false,true,false,unselect,true,true,false,false,unselect,unselect,unselect,false,unselect,unselect,,,34.896388971089536,53.984316515627306,500,2023-03-14 16:00:00,Aban,agreeable,fixed,fixed,,daily,,False,False,737923937.47885,,4225333.548849768,,False,False,4,,,500000,800000,,apartment,false,unselect,true,neighborhood_3
437,Property listing 437,A nice property with 4 bedrooms,apartment-rent,residential,tabriz,major,78.0,461.0,5plus_rooms,1400,0,17.0,west,stone,endowment,1-5,agency,13334903272.883463,4799755231.716159,48147109.56509821,false,false,unselect,true,unselect,unselect,true,unselect,unselect,unselect,true,true,true,true,False,,32.078757247903006,51.548307074406324,1000,2023-03-14 20:00:00,Tir,fixed,fixed,,True,daily,False,,False,925451592.2785331,False,2842258.5063754246,False,True,,8,1,200000,500000,,600000,villa,true,true,unselect,neighborhood_3
438,Property listing 438,A nice property with 3 bedrooms,apartment-rent,residential,tabriz,capital,307.0,133.0,1_room,1395,13,11.0,north,ceramic,endowment,10-20,agency,34335948581.779995,,,false,true,unselect,false,false,unselect,true,true,unselect,unselect,unselect,true,false,true,,True,34.76151028652569,53.62318067093854,1000,2023-03-15 00:00:00,Tir,fixed,,agreeable,,,True,True,,58629559.098615445,False,9041079.054576358,,,False,,,200000,500000,800000,,land,false,unselect,false,neighborhood_2
439,Property listing 439,A nice property with 3 bedrooms,apartment-rent,residential,mashhad,major,272.0,162.0,5plus_rooms,1395,14,16.0,north,parquet,cooperative,1-5,agency,47444645834.82671,9139007081.023193,,unselect,false,false,unselect,unselect,true,false,false,true,true,true,unselect,false,false,True,,35.73807287361746,51.17434255369713,1000,2023-03-15 04:00:00,Ordibehesht,agreeable,fixed,,False,,,True,False,11556281.014185598,False,1847649.884213569,True,True,True,2,2,100000,500000,1500000,,apartment,false,unselect,false,neighborhood_2
440,Property listing 440,A nice property with 1 bedrooms,apartment-sell,commercial,shiraz,minor,470.0,381.0,0_rooms,1401,2,12.0,north-east,laminate,official,10-20,personal,13475554650.194023,3689271721.880538,,true,false,false,unselect,unselect,true,true,false,unselect,false,false,true,true,true,,True,34.85576831930702,53.012810260561984,100,2023-03-15 08:00:00,Farvardin,fixed,,agreeable,False,,False,,,699138829.7007991,,6813655.755805597,True,False,False,8,3,200000,,1500000,600000,,true,unselect,true,neighborhood_3
441,Property listing 441,A nice property with 4 bedrooms,apartment-rent,shop,mashhad,major,57.0,427.0,3_rooms,1395,6,15.0,west,laminate,endowment,10-20,personal,40592150363.66892,,49784605.88837179,true,false,true,false,unselect,true,unselect,false,true,unselect,false,unselect,unselect,false,False,,32.147174897188876,50.876266465249515,1000,2023-03-15 12:00:00,Farvardin,fixed,,,True,monthly,False,,False,279287495.7941657,,9246447.12582414,False,False,,4,1,,1000000,800000,,,true,true,unselect,neighborhood_1
442,Property listing 442,A nice property with 1 bedrooms,house-rent,shop,tehran,capital,188.0,90.0,5plus_rooms,1397,7,4.0,west,mosaic,official,20+,personal,2862454865.226635,,,false,unselect,false,false,unselect,true,true,unselect,true,false,unselect,unselect,unselect,true,False,,33.5115425630909,51.993298838593,500,2023-03-15 16:00:00,Khordad,,agreeable,agreeable,True,,,False,,334078895.5338175,False,5386699.596854331,,,,,3,100000,1000000,,,,unselect,true,false,neighborhood_1
443,Property listing 443,A nice property with 4 bedrooms,house-rent,office,tabriz,minor,436.0,154.0,1_room,1398,3,18.0,south,ceramic,endowment,1-5,agency,26952238400.986675,8367835901.572905,,true,false,unselect,false,unselect,false,true,true,false,true,true,unselect,true,unselect,True,,35.23832520908515,53.29846295718312,1000,2023-03-15 20:00:00,Shahrivar,fixed,agreeable,agreeable,False,,,True,False,546802025.9145122,,8764084.88579482,False,,False,8,2,200000,500000,,1200000,apartment,true,true,true,neighborhood_4
444,Property listing 444,A nice property with 4 bedrooms,apartment-sell,commercial,mashhad,major,188.0,251.0,2_rooms,1395,14,3.0,north-west,parquet,endowment,1-5,personal,,,,true,true,true,true,true,true,unselect,true,unselect,false,false,false,unselect,unselect,False,True,35.83443420017768,53.265337595580334,200,2023-03-16 00:00:00,Mehr,,,agreeable,,monthly,False,,,102413123.12679851,False,1248514.7843328437,False,,,8,1,100000,,,600000,,true,false,false,neighborhood_3
445,Property listing 445,A nice property with 3 bedrooms,apartment-rent,residential,mashhad,capital,165.0,499.0,0_rooms,1395,11,8.0,east,ceramic,official,new,agency,46708246257.4189,6145546814.685738,,unselect,unselect,unselect,unselect,true,false,true,false,true,unselect,true,unselect,unselect,unselect,False,False,33.48065342254551,53.1771228694507,500,2023-03-16 04:00:00,Azar,fixed,,agreeable,True,monthly,,False,True,642694416.5480497,False,4937887.702564081,,True,,2,,100000,1000000,,600000,land,false,unselect,true,neighborhood_2
446,Property listing 446,A nice property with 3 bedrooms,apartment-rent,commercial,tehran,minor,431.0,315.0,2_rooms,1401,5,3.0,north-east,laminate,official,1-5,personal,38340928899.813774,,1747977.1426554583,unselect,true,unselect,true,true,unselect,true,unselect,unselect,false,true,true,true,true,False,,35.36477622350763,53.29493765215421,500,2023-03-16 08:00:00,Mordad,agreeable,fixed,,False,monthly,False,True,False,325147446.2311502,True,4570252.804809393,True,,True,4,,,1000000,,1200000,apartment,unselect,false,false,neighborhood_3
447,Property listing 447,A nice property with 2 bedrooms,apartment-rent,office,isfahan,capital,341.0,259.0,5plus_rooms,1402,18,8.0,east,ceramic,official,new,agency,32931700569.109158,,11786332.965678807,false,false,true,true,false,false,false,true,false,false,unselect,false,true,true,,,35.45523950120605,50.845889125223515,500,2023-03-16 12:00:00,Azar,agreeable,,fixed,True,monthly,,True,False,632715124.3009917,False,81188.07036994857,False,False,False,2,2,,500000,1500000,1200000,apartment,true,false,unselect,neighborhood_2
448,Property listing 448,A nice property with 3 bedrooms,land-sell,office,shiraz,minor,399.0,167.0,0_rooms,1396,15,18.0,east,parquet,cooperative,5-10,personal,,393254974.9434543,14814907.332746165,false,true,unselect,true,true,unselect,unselect,unselect,false,true,unselect,true,true,false,False,,32.4931455973042,51.928865090241544,100,2023-03-16 16:00:00,Aban,fixed,,agreeable,False,,True,True,True,834006913.0733858,True,4432573.413593344,False,False,True,8,1,200000,1000000,800000,600000,land,unselect,unselect,false,neighborhood_1
